iter	RMSE
207	0.550706812
208	0.55062817
209	0.5505496009
210	0.5505163901
211	0.5504304826
212	0.5503759903
213	0.5502901366
214	0.5502256446
215	0.5501767702
216	0.5501159536
217	0.5500234312
218	0.5499723445
219	0.5498686256
220	0.5497983215
221	0.5497229231
222	0.5495663058
223	0.5494778465
224	0.5493837106
225	0.549258154
226	0.5491982977
227	0.5491483924
228	0.5490300898
229	0.5489464569
230	0.5488749063
231	0.5487616503
232	0.5486609632
233	0.5485230515
234	0.5484176905
235	0.5483546391
236	0.5483009247
237	0.5481932733
238	0.5480983971
239	0.5480364416
240	0.5479956024
241	0.5479687883
242	0.5479122109
243	0.5478452398
244	0.5477809186
245	0.547719402
246	0.5476273344
247	0.5475537314
248	0.547522308
249	0.547436492
250	0.5473863752
251	0.54733791
252	0.5472446384
253	0.5471621024
254	0.5470865107
255	0.5470260762
256	0.5469484253
257	0.5468716024
258	0.5468116101
259	0.546739076
260	0.5466894135
261	0.546643651
262	0.5465912805
263	0.5465615288
264	0.5465006464
265	0.5464437372
266	0.5464000283
267	0.5463271239
268	0.5462547147
269	0.546199837
270	0.5461329561
271	0.5461074003
272	0.5459960273
273	0.5459538751
274	0.5459058706
275	0.5458613678
276	0.5458209116
277	0.5457768671
278	0.5457126741
279	0.5456399138
280	0.5455898745
281	0.545532906
282	0.5454711052
283	0.5453839474
284	0.5453330971
285	0.5452758852
286	0.5451743031
287	0.5451204526
288	0.5450314805
289	0.5449055593
290	0.5448471424
291	0.5447859463
292	0.5447523746
293	0.5447214475
294	0.5446810395
295	0.5445938514
296	0.5445350783
297	0.5445099094
298	0.5444294754
299	0.5443569364
300	0.5442904632
301	0.5442625798
302	0.5442138558
303	0.5441694915
304	0.5441303794
305	0.5440675503
306	0.5440234258
307	0.5439490804
308	0.5439178593
309	0.5438750063
310	0.5437744408
311	0.5437481275
312	0.5437064024
313	0.5436539656
314	0.5436063788
315	0.5435550536
316	0.5435206161
317	0.5434680298
318	0.5434203738
319	0.5433509483
320	0.5432369243
321	0.5431940563
322	0.5431708132
323	0.5431013118
324	0.5430180913
325	0.5429573612
326	0.542921564
327	0.5428684868
328	0.5428168498
329	0.5427545935
330	0.5426775588
331	0.5426443974
332	0.5425687918
333	0.5425205796
334	0.5424656742
335	0.5424365643
336	0.54239341
337	0.5423461262
338	0.5423006947
339	0.5422428643
340	0.5421736856
341	0.5420985899
342	0.542062416
343	0.5420161203
344	0.5419669397
345	0.5419164089
346	0.5418627916
347	0.5418340469
348	0.541829317
349	0.5417838678
350	0.5417209224
351	0.5416580791
352	0.5415762671
353	0.541512232
354	0.5414766457
355	0.5414384548
356	0.5413922916
357	0.5413378526
358	0.5412735722
359	0.5412197627
360	0.5411484238
361	0.5411170152
362	0.5411024308
363	0.5410510865
364	0.5410048928
365	0.5409550289
366	0.540924102
367	0.5408790657
368	0.5408350482
369	0.5407733679
370	0.5406647908
371	0.5406494789
372	0.5406059214
373	0.5405207574
374	0.5404282782
375	0.5404171714
376	0.5403836732
377	0.5403370946
378	0.5403034918
379	0.540260309
380	0.5402085131
381	0.5401315883
382	0.5401068634
383	0.5400730224
384	0.5400144255
385	0.5399843482
386	0.5399361028
387	0.5398925507
388	0.5398285004
389	0.539772967
390	0.539692718
391	0.5396580334
392	0.5395525292
393	0.539476402
394	0.5394514532
395	0.5394020284
396	0.5393489701
397	0.5392967646
398	0.5392725651
399	0.5392196681
400	0.5391926197
401	0.5391450477
402	0.5390865935
403	0.5390462782
404	0.5389658307
405	0.5389252105
406	0.538858242
407	0.5388078916
408	0.5387845353
409	0.538732789
410	0.5387076317
411	0.5386594644
412	0.5385987922
413	0.5385467911
414	0.5384671383
415	0.5384064561
416	0.5383613011
417	0.5382846613
418	0.538216417
419	0.5381679063
420	0.538139098
421	0.5380939723
422	0.5380165579
423	0.5379757812
424	0.5379175082
425	0.537874302
426	0.5378186957
427	0.5377845435
428	0.537734124
429	0.5377018291
430	0.5376604137
431	0.5376390052
432	0.5375872421
433	0.5375434363
434	0.5374863009
435	0.5374399029
436	0.5373800874
437	0.5373285165
438	0.5372787434
439	0.5372355746
440	0.5371852633
441	0.5371448363
442	0.5370807421
443	0.5370400127
444	0.5370127622
445	0.5369670211
446	0.5368994363
447	0.5368665732
448	0.5368285624
449	0.5367957921
450	0.5367551515
451	0.5367086849
452	0.5366245211
453	0.5365706376
454	0.5365434784
455	0.5365145209
456	0.5364908288
457	0.5364558307
458	0.5364007534
459	0.5363654754
460	0.5362937952
461	0.5362515695
462	0.5362162194
463	0.536195463
464	0.5361167938
465	0.5360607782
466	0.5359878012
467	0.5359484428
468	0.5359007636
469	0.5358521251
470	0.5358100075
471	0.5357534343
472	0.5357069985
473	0.5356852849
474	0.5356574768
475	0.5356010509
476	0.5355862538
477	0.5355705145
478	0.5355154533
479	0.5354301078
480	0.5353724541
481	0.5353251787
482	0.5353047625
483	0.5352473466
484	0.5352349224
485	0.5352086874
486	0.535164547
487	0.5351134186
488	0.5350662677
489	0.5350229457
490	0.5349638177
491	0.5349254349
492	0.5349074482
493	0.5348766003
494	0.5348175984
495	0.5347730486
496	0.5347262087
497	0.5346656749
498	0.53465489
499	0.5346182589
500	0.5345705356
501	0.5345120472
502	0.5344618723
503	0.5344216767
504	0.5343895459
505	0.534343144
506	0.5342993343
507	0.5342760278
508	0.5342412749
509	0.5342079428
510	0.5341771917
511	0.5341317854
512	0.5340600213
513	0.5340237634
514	0.5339478469
515	0.5339211912
516	0.5338751702
517	0.5338447565
518	0.5337871132
519	0.533753297
520	0.5337093546
521	0.5336857412
522	0.5336519499
523	0.5336189139
524	0.5335654035
525	0.5335330483
526	0.5334989296
527	0.5334339624
528	0.5333651919
529	0.5333227475
530	0.5332909242
531	0.5332531734
532	0.5332321398
533	0.5331982358
534	0.5331666315
535	0.5331055784
536	0.5330610235
537	0.5330075492
538	0.5329760211
539	0.5329469541
540	0.5329077384
541	0.532854413
542	0.5328193738
543	0.5327955807
544	0.5327411701
545	0.5327050673
546	0.5326460375
547	0.5326049683
548	0.5325577496
549	0.5325296835
550	0.5324833392
551	0.5324452397
552	0.5324099118
553	0.5323864321
554	0.5323600139
555	0.5323310846
556	0.5323041468
557	0.5322314182
558	0.5322104507
559	0.5321589806
560	0.5321215952
561	0.5320745132
562	0.5320458327
563	0.5320047827
564	0.5319790338
565	0.5319192004
566	0.531879885
567	0.5318304723
568	0.5317873937
569	0.5317559809
570	0.5316925573
571	0.5316470844
572	0.5316219403
573	0.5315902205
574	0.5315464938
575	0.5315157152
576	0.5314843436
577	0.5314414555
578	0.5314204884
579	0.531385854
580	0.5313146374
581	0.5312888914
582	0.5312164885
583	0.5311802588
584	0.5311578806
585	0.5311499214
586	0.5311133588
587	0.531080476
588	0.531048946
589	0.531008716
590	0.5309808663
591	0.5309575003
592	0.5308838475
593	0.530839493
594	0.5308044566
595	0.530788407
596	0.5307286113
597	0.5307060744
598	0.5306820218
599	0.5306282598
600	0.5306007411
601	0.5305447119
602	0.5304902962
603	0.5304502985
604	0.5304277224
605	0.5303933833
606	0.5303549285
607	0.5303109683
608	0.5302851019
609	0.5302611467
610	0.5301925616
611	0.5301601473
612	0.5301018693
613	0.5300569228
614	0.5300150032
615	0.5299887046
616	0.5299796109
617	0.5299379766
618	0.5299139901
619	0.5298907714
620	0.5298522008
621	0.5298023887
622	0.5297553949
623	0.5297063635
624	0.5296773474
625	0.5296323055
626	0.5295841753
627	0.5295507295
628	0.5295115381
629	0.5294906131
630	0.5294430912
631	0.5294269655
632	0.5293885459
633	0.5293368155
634	0.5293097336
635	0.5292817671
636	0.5292221058
637	0.5292031852
638	0.5291572387
639	0.5291204083
640	0.5290735495
641	0.5290321412
642	0.529001981
643	0.5289834043
644	0.5289605061
645	0.5289141163
646	0.5288678798
647	0.5288494831
648	0.52882193
649	0.5287749952
650	0.5287400703
651	0.5286915663
652	0.5286511768
653	0.5286010603
654	0.5285709396
655	0.5285462524
656	0.5284990401
657	0.5284582198
658	0.5283939387
659	0.5283605928
660	0.5283213931
661	0.5282993301
662	0.5282633508
663	0.5282264831
664	0.5281926054
665	0.5281502165
666	0.5281236241
667	0.5280622351
668	0.5280381259
669	0.5279974253
670	0.5279772687
671	0.5279379488
672	0.5279169149
673	0.5278962394
674	0.5278476411
675	0.527805198
676	0.5277781349
677	0.5277234443
678	0.5276988238
679	0.5276741974
680	0.5276244277
681	0.5276019374
682	0.5275753802
683	0.5275349774
684	0.5275151299
685	0.5274831282
686	0.5274551509
687	0.5274092637
688	0.527365142
689	0.527330018
690	0.5273232558
691	0.5272939068
692	0.5272479897
693	0.5272129049
694	0.527181673
695	0.5271379167
696	0.5270968006
697	0.5270548517
698	0.5270320421
699	0.5270150559
700	0.5270012948
701	0.5269513142
702	0.5269358879
703	0.5269163357
704	0.5268770928
705	0.5268566817
706	0.5268332
707	0.5268107619
708	0.526757192
709	0.5267266655
710	0.5266890821
711	0.5266576095
712	0.5266259846
713	0.5266064209
714	0.526592168
715	0.5265580176
716	0.5265414449
717	0.5265256431
718	0.5265071648
719	0.5264786412
720	0.5264599504
721	0.5264395133
722	0.5263920217
723	0.5263380903
724	0.5262982389
725	0.5262668232
726	0.5262498329
727	0.5262179176
728	0.5261878821
729	0.5261677658
730	0.5261384906
731	0.5260899278
732	0.5260536436
733	0.5260231348
734	0.5259940083
735	0.5259607781
736	0.525919208
737	0.5258734645
738	0.5258538161
739	0.5258063967
740	0.5257737887
741	0.5257502185
742	0.525719637
743	0.5256876898
744	0.5256387004
745	0.525606607
746	0.5255992066
747	0.5255527164
748	0.5255129542
749	0.5254754083
750	0.5254455885
751	0.5254219704
752	0.5253809603
753	0.5253051975
754	0.5252590794
755	0.5252223432
756	0.5251968722
757	0.5251417187
758	0.5251156021
759	0.5250913595
760	0.5250615741
761	0.5250340411
762	0.5249878399
763	0.524939629
764	0.524917781
765	0.5248712905
766	0.5248189102
767	0.524756269
768	0.5247370674
769	0.5246870841
770	0.5246274012
771	0.5246029751
772	0.5245813484
773	0.5245613748
774	0.5245224532
775	0.5244994307
776	0.5244707052
777	0.5244595299
778	0.5244441153
779	0.5244209491
780	0.5243971791
781	0.5243731473
782	0.524333013
783	0.5243134014
784	0.5242868587
785	0.5242411792
786	0.5242186504
787	0.524191261
788	0.5241462617
789	0.5240768348
790	0.5240471166
791	0.5240105447
792	0.5239683956
793	0.5239104038
794	0.5238706108
795	0.5238326079
796	0.5238069896
797	0.5237713698
798	0.523729107
799	0.5236976645
800	0.5236601422
801	0.5236327263
802	0.5236188257
803	0.5236056893
804	0.5235815853
805	0.5235436027
806	0.5235156129
807	0.5234823991
808	0.5234438491
809	0.5234123974
810	0.5233765875
811	0.5233636102
812	0.5233384699
813	0.5233220441
814	0.5232973335
815	0.5232778447
816	0.5232229576
817	0.5231915161
818	0.5231561353
819	0.5231126509
820	0.5230563975
821	0.5230276788
822	0.5230127996
823	0.5229755807
824	0.5229187393
825	0.5228946577
826	0.5228561055
827	0.5228414249
828	0.5228104843
829	0.522782353
830	0.5227524582
831	0.5227002651
832	0.5226728957
833	0.5226443743
834	0.5226262105
835	0.52260228
836	0.5225577744
837	0.5225237668
838	0.5224869158
839	0.5224657372
840	0.5224317817
841	0.5224237326
842	0.5223919207
843	0.5223794028
844	0.5223688816
845	0.5223404048
846	0.5223221852
847	0.5222904608
848	0.5222718491
849	0.5222428123
850	0.52221257
851	0.5221849398
852	0.5221601534
853	0.5221361457
854	0.5221103574
855	0.522089351
856	0.5220457194
857	0.522032746
858	0.5220115432
859	0.522002238
860	0.5219629535
861	0.5219443985
862	0.5219276255
863	0.5219010291
864	0.5218755836
865	0.5218516242
866	0.5218380154
867	0.521803138
868	0.5217833134
869	0.521768818
870	0.52174221
871	0.5217067269
872	0.52168496
873	0.5216622868
874	0.5216470719
875	0.5216464816
876	0.52161475
877	0.5215934869
878	0.5215364148
879	0.5214863184
880	0.5214498028
881	0.5214245246
882	0.521379626
883	0.5213410578
884	0.5213031544
885	0.5212840495
886	0.5212788592
887	0.5212505867
888	0.5212308685
889	0.5212137066
890	0.5211853269
891	0.5211569106
892	0.5211194863
893	0.521086885
894	0.5210515769
895	0.521015428
896	0.5209791775
897	0.520951541
898	0.520923666
899	0.520885154
900	0.5208339011
901	0.5208169858
902	0.5207986477
903	0.5207734998
904	0.5207586883
905	0.5207278147
906	0.5207038885
907	0.5206921135
908	0.5206793095
909	0.520669493
910	0.5206523559
911	0.5206242671
912	0.5205999431
913	0.5205909421
914	0.5205574336
915	0.5205201483
916	0.5204812655
917	0.5204460089
918	0.5204216512
919	0.5204144899
920	0.5203785946
921	0.5203564975
922	0.5203390007
923	0.5203370394
924	0.5203131419
925	0.5203106084
926	0.5202945262
927	0.5202821505
928	0.5202656609
929	0.5202370072
930	0.5202042152
931	0.5201789716
932	0.5201634092
933	0.5201446634
934	0.5201078815
935	0.520098499
936	0.5200562953
937	0.5200369077
938	0.5200202491
939	0.5200105595
940	0.5200032167
941	0.5199650162
942	0.5199358146
943	0.5199187529
944	0.519892811
945	0.5198792384
946	0.5198380259
947	0.5197973646
948	0.5197531176
949	0.5197337407
950	0.5196953885
951	0.5196664187
952	0.519638378
953	0.5196062953
954	0.5195744902
955	0.5195315523
956	0.5195222936
957	0.5195002523
958	0.5194834578
959	0.5194695496
960	0.5194400407
961	0.5194183238
962	0.5193958555
963	0.5193841852
964	0.5193630666
965	0.5193395878
966	0.5192932623
967	0.5192522093
968	0.5192076828
969	0.5191846071
970	0.5191664841
971	0.5191489065
972	0.5190998443
973	0.5190710953
974	0.5190494384
975	0.5190389176
976	0.5190202328
977	0.5190016695
978	0.5189928072
979	0.5189703867
980	0.5189288262
981	0.5189068908
982	0.5188769047
983	0.5188614852
984	0.5188136425
985	0.5187942391
986	0.5187879785
987	0.5187630179
988	0.5187222055
989	0.5187074501
990	0.5186733589
991	0.5186501947
992	0.5186138458
993	0.5185773103
994	0.5185534315
995	0.5185262707
996	0.5184999817
997	0.5184793782
998	0.5184660919
999	0.5184518336
1000	0.5184177976
1001	0.5184117467
1002	0.5183972559
1003	0.5183657113
1004	0.5183512301
1005	0.5183296658
1006	0.5183135553
1007	0.5183002681
1008	0.5182783037
1009	0.5182371173
1010	0.5182140481
1011	0.5181849247
1012	0.5181550611
1013	0.5181402176
1014	0.5181186714
1015	0.5181049653
1016	0.5180820157
1017	0.5180274644
1018	0.5180089755
1019	0.5179805126
1020	0.5179403735
1021	0.5179344604
1022	0.5179027809
1023	0.5178956075
1024	0.5178272608
1025	0.5177837959
1026	0.5177613815
1027	0.5177380366
1028	0.5177115606
1029	0.5176920469
1030	0.5176564572
1031	0.5176173864
1032	0.5175699668
1033	0.5175376572
1034	0.5175231704
1035	0.5174812109
1036	0.517470436
1037	0.5174380523
1038	0.5174021629
1039	0.5173697974
1040	0.5173493949
1041	0.5173395988
1042	0.5173198595
1043	0.5172780657
1044	0.5172450404
1045	0.5171940205
1046	0.5171636348
1047	0.5171315912
1048	0.5170804997
1049	0.5170645863
1050	0.5170118372
1051	0.5169925012
1052	0.5169818767
1053	0.516966796
1054	0.5169251812
1055	0.5169192491
1056	0.516893202
1057	0.5168800437
1058	0.5168723058
1059	0.5168475213
1060	0.5168302018
1061	0.5168083908
1062	0.5167967727
1063	0.516784994
1064	0.5167519504
1065	0.5167418622
1066	0.5167080223
1067	0.5167020753
1068	0.5166876854
1069	0.5166526337
1070	0.5166340735
1071	0.5166104206
1072	0.5165631921
1073	0.516551029
1074	0.5165353542
1075	0.5165163283
1076	0.5165107038
1077	0.5164942622
1078	0.5164728863
1079	0.5164476337
1080	0.5164361023
1081	0.5164103007
1082	0.5163961514
1083	0.5163852878
1084	0.5163537971
1085	0.5163266739
1086	0.5163120885
1087	0.5163019565
1088	0.5162933053
1089	0.5162742609
1090	0.5162628493
1091	0.5162350298
1092	0.5162161509
1093	0.5161721012
1094	0.5161575271
1095	0.5161437083
1096	0.5161052249
1097	0.5160674706
1098	0.5160478663
1099	0.5160251876
1100	0.5160032186
1101	0.5159940447
1102	0.5159803903
1103	0.5159606681
1104	0.5159285796
1105	0.5158980089
1106	0.5158861989
1107	0.5158656215
1108	0.5158279387
1109	0.5157914042
1110	0.5157668532
1111	0.5157432126
1112	0.5157193386
1113	0.5157127256
1114	0.5156991461
1115	0.5156801742
1116	0.5156654647
1117	0.5156420661
1118	0.5156175003
1119	0.5156035208
1120	0.5155923785
1121	0.515559374
1122	0.5155358097
